binding_energy_eV,raw_intensity,background,component:imide_carbonyl_O,component:acid_carbonyl_O,component:acid_hydroxyl_methoxy_O,total_fit,residual
525.0000537109374,22266.477176681034,21795.461338147365,288.7005330301691,115.68716973195049,94.92921928142994,22294.778260190913,-28.30108350987939
525.1000537109375,21786.36859106832,21795.461338147365,298.55230669729565,118.92954400241577,97.37530960224916,22310.318498449324,-523.9499073810039
525.2000537109375,21900.60518788843,21795.461338147365,308.9147760678472,122.30974798136948,99.91693419400754,22326.602796390587,-425.997608502159
525.3000537109374,22276.87022189765,21795.461338147365,319.82368792272507,125.83568100269036,102.55912028980256,22343.679827362583,-66.80960546493225
525.4000537109374,21958.26720984522,21795.461338147365,331.31795635438,129.51581465473433,105.30722929486207,22361.60233845134,-403.3351286061188
525.5000537109374,22152.877647520323,21795.461338147365,343.4400037664595,133.3592430856337,108.16698372454188,22380.427568724,-227.5499212036775
525.6000537109375,22243.763455115295,21795.461338147365,356.236145237048,137.3757385256766,111.14449670262452,22400.217718612716,-156.45426349742047
525.7000537109375,21992.644688963257,21795.461338147365,369.7570226241774,141.57581265194784,114.24630430091803,22421.040477724408,-428.39578876115047
525.8000537109374,22326.540352819935,21795.461338147365,384.05809586065743,145.97078450572334,117.47940103628639,22442.969619550033,-116.42926673009788
525.9000537109374,21297.727727178553,21795.461338147365,399.20020015442805,150.57285577140553,120.85127888123641,22466.085672954436,-1168.3579457758824
526.0000537109374,21442.136876754812,21795.461338147365,415.25017932245424,155.39519433924224,124.36997018977898,22490.47668199884,-1048.339805244028
526.1000537109375,22232.404586603163,21795.461338147365,432.2816072936816,160.45202720572217,128.0440949926564,22516.239067639424,-283.8344810362614
526.2000537109375,21983.59498480383,21795.461338147365,450.3756119815632,165.75874391789205,131.8829131757734,22543.478607222594,-559.8836224187653
526.3000537109374,22111.927779825346,21795.461338147365,469.6218183302935,171.33201194527393,135.8963821244841,22572.311550547416,-460.38377072207004
526.4000537109374,22198.17126018359,21795.461338147365,490.1194304782953,177.18990556969484,140.09522049546467,22602.865894690818,-404.69463450722833
526.5000537109374,22007.490991770366,21795.461338147365,511.97847678015614,183.3520501245103,144.49097886893415,22635.282843920966,-627.7918521505999
526.6000537109375,22137.457070933735,21795.461338147365,535.3212460394503,189.83978369736317,149.09611813936564,22669.718486023543,-532.261415089808
526.7000537109375,22049.577673970623,21795.461338147365,560.2839489204478,196.67633874178208,153.92409662441727,22706.345722434013,-656.7680484633893
526.8000537109374,22314.769825620067,21795.461338147365,587.0186453747633,203.8870464328015,158.98946701304772,22745.356496967976,-430.5866713479081
526.9000537109374,22212.112799219165,21795.461338147365,615.6954873532839,211.49956706137036,164.30798443778963,22786.964376999807,-574.8515777806424
527.0000537109374,22430.04115160184,21795.461338147365,646.5053364881768,219.54415030542685,169.89672714698895,22831.407552087956,-401.3664004861166
527.1000537109375,22540.750933113675,21795.461338147365,679.6628293939734,228.05392985975948,175.77423147586296,22878.95232887696,-338.2013957632844
527.2000537109375,21502.82449950626,21795.461338147365,715.4099795774401,237.0652576718529,181.96064307567784,22929.897218472335,-1427.0727189660756
527.3000537109374,21519.884084965382,21795.461338147365,754.0204260036936,246.61808394330419,188.4778866660498,22984.577734760413,-1464.69364979503
527.4000537109374,21838.072260988552,21795.461338147365,795.8044665230084,256.75639014683003,195.34985693453788,23043.37205175174,-1205.299790763187
527.5000537109374,22216.23476585835,21795.461338147365,841.1150542446392,267.52868361595637,202.6026336306935,23106.707709638653,-890.4729437803035
527.6000537109375,22638.331799955693,21795.461338147365,890.3549959649131,278.9885638369593,210.2647244018209,23175.069622351057,-536.7378223953638
527.7000537109375,22336.845288275614,21795.461338147365,943.9856932685734,291.1953724687642,218.36733950940402,23249.009743394105,-912.1644551184909
527.8000537109374,22643.04130769316,21795.461338147365,1002.537948106169,304.2149414120356,226.94470326827366,23329.15893093384,-686.1176232406797
527.9000537109374,22509.519297626728,21795.461338147365,1066.625692078506,318.12045603607777,236.03440788773923,23416.241894149687,-906.7225965229591
528.0000537109374,22306.104916777498,21795.461338147365,1136.9641349727563,332.99345406874136,245.677816393469,23511.09674358233,-1204.9918268048314
528.1000537109375,22594.474854706157,21795.461338147365,1214.3950136017572,348.92498481065934,255.92052250673527,23614.701859066517,-1020.2270043603603
528.2000537109375,22490.48404668063,21795.461338147365,1299.9237650922553,366.01695844098225,266.8128767960027,23728.214938476605,-1237.7308917959745
528.3000537109374,22823.933802423417,21795.461338147365,1394.7771575376728,384.3837214924386,278.41059014990594,23853.03280732738,-1029.0990049039647
528.4000537109374,23527.296701000065,21795.461338147365,1500.4959840988754,404.15390243679366,290.77542771706464,23990.8866524001,-463.5899514000339
528.5000537109374,23664.949371874092,21795.461338147365,1619.0867190872596,425.4725812532398,303.9760090009996,24143.996647488864,-479.04727561477193
528.6000537109375,22709.34907152419,21795.461338147365,1753.2690915417152,448.50384969349653,318.0887328946308,24315.323012277207,-1605.9739407530178
528.7000537109375,22979.38241401422,21795.461338147365,1906.8728838519924,473.43384622079355,333.19885022096435,24508.966918441114,-1529.5845044268935
528.8000537109374,23421.538640447332,21795.461338147365,2085.4543446922135,500.4743742491192,349.40171098808014,24730.79176807678,-1309.2531276294467
528.9000537109374,24105.623722519114,21795.461338147365,2297.214453578633,529.8672503842818,366.8042192910338,24989.34726140131,-883.7235388821973
529.0000537109374,24553.680887567058,21795.461338147365,2554.2974949401073,561.8895932878411,385.5265359049788,25297.174962280293,-743.494074713235
529.1000537109375,24552.54690001604,21795.461338147365,2874.5143093814895,596.860378605593,405.70407755317825,25672.540103687625,-1119.9932036715836
529.2000537109375,25238.810492135788,21795.461338147365,3283.453729747255,635.1487998540362,427.4898732910584,26141.553741039716,-902.7432489039275
529.3000537109374,25585.38447455876,21795.461338147365,3816.8057660647323,677.1853794603059,451.05735363743236,26740.509837309837,-1155.1253627510778
529.4000537109374,26592.150218161274,21795.461338147365,4522.522265528818,723.4775254114007,476.6036693250789,27518.064798412663,-925.9145802513885
529.5000537109374,27545.58353802223,21795.461338147365,5462.210527358411,774.6325811509769,504.3536685250607,28536.658115181814,-991.074577159583
529.6000537109375,28310.380619733554,21795.461338147365,6710.950009888824,831.3937430336199,534.5647137752835,29872.36980484509,-1561.9891851115353
529.7000537109375,30837.584522136094,21795.461338147365,8354.628256556694,894.698002788193,567.5326122360391,31612.320209728292,-774.7356875921978
529.8000537109374,33472.78471961298,21795.461338147365,10484.00499888724,965.7710107642738,603.5991039712962,33848.83645177017,-376.0517321571897
529.9000537109374,35233.33906752926,21844.841553394966,13185.09699848765,1046.2817284213274,643.1616754748762,36719.38195577882,-1486.0428882495617
