binding_energy_eV,raw_intensity,background,component:imide_carbonyl_O,component:acid_carbonyl_O,component:acid_hydroxyl_OH,total_fit,residual
525.0000537109374,22324.718396099608,22324.718396099608,267.26073420373956,65.20200773701694,52.904733925057855,22710.08587196542,-385.3674758658126
525.1000537109375,23242.960913490562,22356.578888851116,276.20970185610287,67.02575177322649,54.22948823522877,22754.043830715673,488.9170827748894
525.2000537109375,22344.154421946037,22388.439381602624,285.6139947337582,68.9268875407931,55.60452300343119,22798.584786880605,-454.4303649345675
525.3000537109374,22635.221001804297,22420.299874354096,295.50490572460893,70.90984426043775,57.032409579608746,22843.74703391875,-208.5260321144524
525.4000537109374,22730.460530794986,22452.160367105604,305.91645117072403,72.97937167282822,58.515885431827435,22889.572075380984,-159.11154458599776
525.5000537109374,23030.91980703019,22484.02085985711,316.8856590090624,75.14056819413761,60.0578671617057,22936.104954222017,94.81485280817287
525.6000537109375,22385.290480024432,22515.88135260862,328.45289293984195,77.39891199058846,61.66146472231645,22983.394622261367,-598.1041422369344
525.7000537109375,22699.99781918115,22547.741845360128,340.66221783673313,79.7602953218073,63.3299969668595,23031.494355485527,-331.4965363043775
525.8000537109374,23000.213267630406,22579.6023381116,353.56181247303056,82.23106255057837,65.06700867200665,23080.462221807215,-80.24895417680818
525.9000537109374,22985.829257495076,22611.462830863107,367.2044366571972,84.81805227162546,66.87628919751816,23130.36160898945,-144.53235149437387
526.0000537109374,22284.518074024676,22643.323323614615,381.64796108246827,87.52864407559198,68.7618929638255,23181.2618217365,-896.7437477118256
526.1000537109375,23243.392179822342,22675.183816366123,396.9559696401013,90.3708105381328,70.72816195230168,23233.23875849666,10.153421325681848
526.2000537109375,22494.027926770257,22707.04430911763,413.1984456723184,93.35317510938813,72.77975045908371,23286.375680358422,-792.3477535881648
526.3000537109374,23111.97355420484,22738.904801869103,430.45255571235725,96.48507667853933,74.92165236333666,23340.764086623338,-228.7905324184976
526.4000537109374,22855.93403986147,22770.76529462061,448.80354675059954,99.77664170396828,77.15923120521097,23396.50471428039,-540.5706744189192
526.5000537109374,22731.89017736475,22802.625787372115,468.3457760722574,103.2388649347552,79.49825340814219,23453.70868178727,-721.8185044225211
526.6000537109375,22632.180248036562,22834.486280123623,489.18389635373535,106.88369990777299,81.94492502559346,23512.498801410726,-880.3185533741635
526.7000537109375,22770.08435613843,22866.34677287513,511.434223127795,110.72416059041664,84.5059324445359,23573.01108903788,-802.9267328994465
526.8000537109374,23153.8413552988,22898.207265626603,535.2263171216937,114.77443575780583,87.1884875383709,23635.39650604447,-481.555150745673
526.9000537109374,23138.833560648523,22930.06775837811,560.7048205727388,119.0500179513109,90.00037783183768,23699.822974733997,-560.989414085474
527.0000537109374,23325.581314116593,22961.92825112962,588.0315947324461,123.5678491702892,92.95002232134931,23766.477717353704,-440.8964032371114
527.1000537109375,22914.162028305756,22993.788743881127,617.3882157700253,128.3464858109167,96.046533688369,23835.569979150438,-921.4079508446812
527.2000537109375,22642.725141447158,23025.649236632635,648.9788986710525,133.40628579611663,99.29978775285355,23907.33420885266,-1264.6090674055013
527.3000537109374,23158.616429603542,23057.509729384106,683.0339341541741,138.76962135379608,102.72050114165792,23982.033786033735,-823.4173564301927
527.4000537109374,22527.265397397685,23089.370222135614,719.8137429852095,144.46112151434104,106.32031829629356,24059.96540493146,-1532.7000075337746
527.5000537109374,23274.995426330308,23121.230714887122,759.6136766434173,150.50794913447314,110.11190911962608,24141.46424978464,-866.4688234543319
527.6000537109375,22746.20839372331,23153.09120763863,802.7697251482156,156.94011814085763,114.10907876723437,24226.910129694937,-1480.7017359716265
527.7000537109375,22915.890438061208,23184.95170039014,849.6653356551334,163.7908577564155,118.32689133174235,24316.73478513343,-1400.8443470722232
527.8000537109374,23093.92615932184,23216.81219314161,900.7396064394184,171.09703176825963,122.78180945524683,24411.430640804534,-1317.5044814826942
527.9000537109374,23367.240078161572,23248.672685893118,956.4972153379293,178.89962247127892,127.49185224460729,24511.561375946934,-1144.3212977853618
528.0000537109374,23065.998592069947,23280.533178644626,1017.5206021637186,187.2442908424622,132.47677426764884,24617.774845918455,-1551.7762538485076
528.1000537109375,23284.245329441306,23312.393671396134,1084.4852195072967,196.1820268533925,137.75826888897925,24730.819186645804,-1446.5738572044975
528.2000537109375,23098.227988492486,23344.254164147642,1158.179234317828,205.76990671847267,143.36019977788936,24851.563504961832,-1753.3355164693457
528.3000537109374,23518.941541757264,23376.114656899113,1239.5301698049452,216.0719774430604,149.30886510856664,24981.025669255687,-1462.0841274984232
528.4000537109374,22937.892376863943,23407.97514965062,1329.6431010446242,227.16029345628908,155.63329979931888,25120.411843950853,-2182.5194670869096
528.5000537109374,23683.36653624198,23439.83564240213,1429.858947096926,239.1161356228202,162.36562213378434,25271.17634725566,-1587.809811013678
528.6000537109375,23449.078868894427,23471.696135153637,1541.848308908714,252.0314498490739,169.5414323126207,25435.117326224045,-1986.0384573296178
528.7000537109375,23439.13536790217,23503.556627905145,1667.7676785109195,266.0105513024994,177.20027194677073,25614.535129665335,-2175.399761763165
528.8000537109374,23856.637658747404,23535.417120656617,1810.5221297433686,281.1721517097864,185.38615528516763,25812.49755739494,-1955.8598986475372
528.9000537109374,24164.21063936205,23567.277613408125,1974.2022474231962,297.65178266862983,194.148185147476,26033.279828647428,-1869.0691892853793
529.0000537109374,24903.215534630523,23599.138106159633,2164.7908378931784,315.6047101453129,203.54126920406515,26283.07492340219,-1379.859388771667
529.1000537109375,24930.366764043578,23630.99859891114,2391.2595926604295,335.2094701309064,213.62695553661626,26571.094617239094,-1640.7278531955162
529.2000537109375,25041.119186701653,23662.85909166265,2667.1825083774656,356.67221516083424,224.47441048325436,26911.188225684204,-1870.0690389825504
529.3000537109374,25737.447147239585,23694.719584414117,3012.9580984694703,380.2321719967965,236.16156683316404,27324.071421713546,-1586.6242744739611
529.4000537109374,25714.533100662,23726.580077165625,3458.627129792487,406.1687244416466,248.77647676924357,27840.152408169,-2125.6193075070005
529.5000537109374,26660.70192921049,23758.440569917133,4047.0711531156912,434.81105151362055,262.4189119638353,28502.74168651028,-1842.03975729979
529.6000537109375,27484.503529166348,23790.30106266864,4837.0740234271525,466.5520470702537,277.2022635311423,29371.12939669719,-1886.6258675308418
529.7000537109375,29298.680616410187,23822.16155542015,5905.35987653452,501.86971168769014,293.25580819487,30522.64695183723,-1223.9663354270415
529.8000537109374,30585.232835407118,23854.02204817162,7346.380889660004,541.3617643817112,310.72742609105245,32052.492128304388,-1467.25929289727
529.9000537109374,32017.913660899598,23885.88254092313,9268.467208129436,585.8033974762652,329.78688433420047,34069.94003086303,-2052.0263699634306
530.0000537109374,34622.34509623753,23917.743033674637,11785.140066231075,636.2443744550842,350.6298478786572,36689.75732223946,-2067.4122260019285
530.1000537109375,38633.194961641966,23949.603526426145,15001.038275699306,694.1701327377596,373.48286448614243,40018.29479934935,-1385.0998377073847
530.2000537109375,43407.657051229406,23981.464019177653,18992.95819178947,761.7612678149077,398.60973312970975,44134.79321191174,-727.1361606823339
530.3000537109374,49190.508813995024,24013.324511929124,23787.62556109672,842.2939370835338,426.31998185891086,49069.56399196829,120.9448220267368
530.4000537109374,55294.1228381373,24045.185004680632,29338.390992933084,940.7248200887062,456.98079319162554,54781.281610894046,512.8412272432543
530.5000537109374,62018.33822972739,24077.04549743214,35502.42620270394,1064.4898441481698,491.0348622226307,61134.99640650688,883.3418232205149
530.6000537109375,70344.68999206419,24108.905990183648,42018.34853961805,1224.5057193711793,529.0287240260968,67880.78897319897,2463.9010188652173
530.7000537109375,77121.51097907321,24140.766482935156,48484.2196650733,1436.2889819007598,571.6595395168919,74632.93466942612,2488.576309647091
530.8000537109374,81849.86184924259,24172.626975686628,54344.5057003823,1720.9981188880613,619.8537180768598,80857.98451303385,991.8773362087377
530.9000537109374,85797.65513402318,24204.487468438136,58918.111143109265,2106.07509483821,674.8983972150023,85903.57210360061,-105.91696957743261
531.0000537109374,88020.3203832304,24236.347961189644,61520.3095094786,2625.048523191459,738.6562841116187,89120.36227797132,-1100.0418947409198
531.1000537109375,88480.48927456983,24268.20845394115,61688.13397746955,3316.0159731918875,813.9037769110064,90086.2621815136,-1605.7729069437628
531.2000537109375,87023.80374019707,24300.06894669266,59389.68703887637,4218.4060474442085,904.8373060504417,88812.99933906368,-1789.195598866616
531.3000537109374,84933.35620434307,24331.92943944413,55040.19128640509,5367.865674193662,1017.786150909369,85757.77255095226,-824.416346609185
531.4000537109374,82177.37005569425,24363.78993219564,49309.43672247766,6789.4942085125895,1162.1417549524615,81624.86261813834,552.5074375559052
531.5000537109374,78010.0716781385,24395.650424947147,42888.58667909511,8490.025412356623,1351.4538921815754,77125.71640858045,884.3552695580438
531.6000537109375,74227.87207527917,24427.510917698655,36352.91057439201,10449.719455450446,1604.5480653989066,72834.68901294001,1393.183062339158
531.7000537109375,70494.48706676484,24459.371410450163,30124.384903780374,12614.458205948838,1946.393592757379,69144.60811293675,1349.8789538280835
531.8000537109374,67170.12073718857,24491.231903201635,24481.792541327024,14887.957138816502,2408.3243993100928,66269.30598265525,900.8147545333195
531.9000537109374,64879.69100059901,24523.092395953143,19582.384368931675,17124.211224967257,3027.1320776620637,64256.82006751414,622.8709330848651
532.0000537109374,62396.596438457775,24554.95288870465,15484.262598640109,19123.849031322086,3842.5733026247644,63005.6378212916,-609.0413828338278
532.1000537109375,60984.21524971856,24586.81338145616,12169.086537717933,20646.742875746742,4893.010411251729,62295.65320617256,-1311.4379564539995
532.2000537109375,61178.38594122411,24618.673874207663,9565.371793250424,21459.139481550734,6209.236816045339,61852.42196505416,-674.0360238300564
532.3000537109374,59783.53489687333,24650.53436695914,7570.987885184399,21414.526374491223,7806.943348526933,61442.99197516169,-1659.4570782883602
532.4000537109374,60239.8059061148,24682.394859710643,6072.665504285731,20521.38384985671,9678.569055931504,60955.01326978459,-715.2073636697896
532.5000537109374,61431.557832630606,24714.25535246215,4960.772056126316,18938.916973372692,11785.209045767384,60399.15342772854,1032.4044049020667
532.6000537109375,60098.4278435518,24746.11584521366,4138.7003070106,16904.848587515356,14048.740803520708,59838.40554326032,260.02230029147904
532.7000537109375,61645.98662445502,24777.976337965167,3527.299740056579,14656.628846826066,16343.968092523377,59305.873017371196,2340.1136070838256
532.8000537109374,60639.3338128923,24809.83683071664,3065.4909842457623,12388.382416388518,18492.347434539188,58756.057665890105,1883.2761470021942
532.9000537109374,56826.82634211486,24841.697323468146,2708.4494750290496,10240.787659289632,20265.544626937095,58056.47908472392,-1229.6527426090615
533.0000537109374,56323.917837069355,24873.557816219654,2424.6203981774534,8305.503833420824,21416.30210699144,57019.98415480937,-696.0663177400129
533.1000537109375,55124.4493643525,24905.418308971162,2192.500940048074,6632.815318814974,21748.4759106576,55479.210478491805,-354.7611141393063
533.2000537109375,52454.95114243208,24937.27880172267,1997.7541477081247,5239.417595000559,21199.437969589308,53373.88851402066,-918.9373715885813
533.3000537109374,49403.676576517224,24969.139294474142,1830.9037210247654,4116.348018434668,19871.193271499495,50787.58430543307,-1383.907728915845
533.4000537109374,47793.46242070628,25000.99978722565,1685.6437642488313,3237.09525239124,17980.870688986957,47904.60949285268,-111.1470721463993
533.5000537109374,44840.90459949508,25032.860279977158,1557.6807136029447,2565.3456596793503,15776.079840079707,44931.96649333916,-91.06189384408208
533.6000537109375,42066.65957968083,25064.720772728666,1443.9822667774506,2061.6037300107128,13474.18518296524,42044.49195248207,22.167627198759874
533.7000537109375,39386.51614933851,25096.581265480174,1342.3108065128247,1688.1181633772526,11240.107063369334,39367.117298739584,19.398850598925492
533.8000537109374,37962.90777050844,25128.441758231646,1250.9420936779384,1411.9332418791275,9186.556381793274,36977.87347558199,985.0342949264523
533.9000537109374,35428.77130331117,25160.302250983153,1168.4979331536974,1206.252004010563,7381.115238867386,34916.1674270148,512.6038762963726
