binding_energy_eV,raw_intensity,background,component:aromatic_C-C_C=C,component:C-N_C-Cl,component:imide_N-C=O,component:acid_O-C=O,component:pi-pi_star,total_fit,residual
275.00005371093744,8650.470700538493,8650.470700538493,270.85300034363695,56.982906376630396,18.98267196753435,6.808380099753506,29.425382638859862,9033.523041964909,-383.0523414264153
275.10005371093735,8902.386471427351,8707.920653340982,276.655552996065,58.102164624964225,19.28271596075842,6.908707748940739,29.805084836996826,9098.674879508706,-196.28840808135465
275.2000537109375,9217.880773083345,8765.3706061436,282.6462975097691,59.25469025993612,19.58992577773364,7.011268231637258,30.192158779751455,9164.064946702429,53.815826380916405
275.3000537109374,9415.958665916865,8822.82055894609,288.8334478357519,60.44181338101353,19.904531281184003,7.116128261757624,30.586795859473554,9229.70327556527,186.25539035159454
275.4000537109375,8648.913484004726,8880.27051174871,295.22567026885184,61.66493115706787,20.226771618873858,7.223357062157107,30.989193697868874,9295.60043555353,-646.6869515488033
275.50005371093744,8892.141904643662,8937.720464551197,301.8321136224404,62.925511921190434,20.556895677024468,7.333026478646108,31.399556389971444,9361.767568640471,-469.6256639968087
275.60005371093735,9411.665004055349,8995.170417353685,308.6624417739787,64.22509955986405,20.89516255976758,7.445211100095574,31.818094759307485,9428.2164271067,-16.551423051350866
275.7000537109375,8787.45559754409,9052.620370156306,315.726868795958,65.56531822081826,21.241842096338253,7.559988385001446,32.245026624815196,9494.959414279238,-707.5038167351468
275.8000537109374,8785.612869803701,9110.070322958794,323.0361969093624,66.9478773662856,21.59721537786286,7.677438794910552,32.68057708015057,9562.009628487367,-776.3967586836661
275.9000537109375,8613.49522593893,9167.520275761413,330.60185752150494,68.37457720092192,21.961575325739314,7.797645935138896,33.12497878604797,9629.380910530766,-1015.8856845918363
276.00005371093744,9130.516571134656,9224.970228563901,338.4359556370655,69.84731450635168,22.335227293729844,7.920696703234121,33.57847227640878,9697.087894980692,-566.5713238460357
276.10005371093735,8829.641536475767,9282.420181366391,346.5513179628834,71.36808891758292,22.71848970609506,8.046681445681326,34.04130627888808,9765.146065677522,-935.5045292017548
276.2000537109375,8921.95258457829,9339.87013416901,354.9615450606367,72.93900967981364,23.11169473423239,8.175694123371885,34.51373805073936,9833.571815817804,-911.6192312395142
276.3000537109374,9488.784080037922,9397.320086971498,363.68106794079046,74.56230292809019,23.51518901450384,8.30783248640238,34.99603373075999,9902.382513072045,-413.59843303412345
276.4000537109375,9541.015278442304,9454.770039774117,372.72520953465033,76.2403195365448,23.929334410150908,8.443198258812435,35.48846870823293,9971.59657022251,-430.581291780205
276.50005371093744,9118.455890081033,9512.219992576605,382.1102515294447,77.97554358854401,24.354508820392024,8.581897333904323,35.99132800977648,10041.233521858667,-922.7776317776334
