binding_energy_eV,raw_intensity,background,component:carbonyl_O,component:acid_hydroxyl_methoxy_O,total_fit,residual
525.0000537109374,22266.477176681034,22266.477176681034,324.82665851152035,200.9961786890981,22792.300013881653,-525.8228372006197
525.1000537109375,21786.36859106832,22299.149768626536,335.75498532782126,206.34639955446102,22841.25115350882,-1054.8825624405
525.2000537109375,21900.60518788843,22331.822360572034,347.2413398649723,211.91243364356208,22890.976134080567,-990.370946192139
525.3000537109374,22276.87022189765,22364.4949525175,359.32416176749786,217.70600731347403,22941.52512159847,-664.6548997008213
525.4000537109374,21958.26720984522,22397.167544463,372.0452391492184,223.73965155698414,22992.9524351692,-1034.6852253239813
525.5000537109374,22152.877647520323,22429.8401364085,385.45006263091807,230.02676893702727,23045.316967976447,-892.4393204561238
525.6000537109375,22243.763455115295,22462.512728354,399.5882235392649,236.58170708356604,23098.682658976828,-854.9192038615329
525.7000537109375,21992.644688963257,22495.1853202995,414.5138626303651,243.41983949557846,23153.119022425446,-1160.474333462189
525.8000537109374,22326.540352819935,22527.857912244963,430.28617674385276,250.5576544864667,23208.70174347528,-882.1613906553466
525.9000537109374,21297.727727178553,22560.530504190465,446.9699920272038,258.01285322052615,23265.513349438195,-1967.785622259642
526.0000537109374,21442.136876754812,22593.203096135963,464.63641383388676,265.80445791325184,23323.6439678831,-1881.5070911282892
526.1000537109375,22232.404586603163,22625.875688081465,483.36356514221467,273.95293141244656,23383.192184636126,-1150.7875980329627
526.2000537109375,21983.59498480383,22658.548280026964,503.23742742079014,282.48030954236935,23444.266016990125,-1460.6710321862956
526.3000537109374,22111.927779825346,22691.22087197243,524.3528003558268,291.4103477841594,23506.984020112417,-1395.056240287071
526.4000537109374,22198.17126018359,22723.893463917928,546.81439984369,300.76868408619356,23571.47654784781,-1373.3052876642214
526.5000537109374,22007.490991770366,22756.56605586343,570.7381172501603,310.5830198528848,23637.887192966475,-1630.3962011961084
526.6000537109375,22137.457070933735,22789.238647808932,596.2524672886233,320.8833214565519,23706.374436554106,-1568.9173656203711
526.7000537109375,22049.577673970623,22821.91123975443,623.50025714986,331.7020449603225,23777.11354186461,-1727.5358678939883
526.8000537109374,22314.769825620067,22854.583831699892,652.6405159676741,343.0743871404554,23850.29873480802,-1535.528909187953
526.9000537109374,22212.112799219165,22887.256423645395,683.8507316574527,355.03856636359933,23926.145721666446,-1714.0329224472807
527.0000537109374,22430.04115160184,22919.929015590897,717.3294521160271,367.6361374206184,24004.89460512754,-1574.8534535257022
527.1000537109375,22540.750933113675,22952.601607536395,753.2993205383756,380.912345059687,24086.81327313446,-1546.0623400207842
527.2000537109375,21502.82449950626,22985.274199481897,792.0106316364889,394.91652171377007,24172.201352832155,-2669.3768533258954
527.3000537109374,21519.884084965382,23017.94679142736,833.7455195843045,409.70253580484075,24261.394846816504,-2741.510761851121
527.4000537109374,21838.072260988552,23050.61938337286,878.8229248916657,425.3292980548045,24354.771606319333,-2516.6993453307805
527.5000537109374,22216.23476585835,23083.29197531836,927.604546524125,441.86133447324795,24452.757856315733,-2236.5230904573837
527.6000537109375,22638.331799955693,23115.96456726386,980.5020873354804,459.3694361655051,24555.836090764846,-1917.5042908091527
527.7000537109375,22336.845288275614,23148.63715920936,1037.9862821584595,477.9313978573118,24664.554839225133,-2327.7095509495193
527.8000537109374,22643.04130769316,23181.309751154826,1100.5985243188666,497.6328591258745,24779.541134599567,-2136.4998269064054
527.9000537109374,22509.519297626728,23213.982343100324,1168.966488727319,518.5682648334601,24901.517096661104,-2391.997799034376
528.0000537109374,22306.104916777498,23246.654935045826,1243.826164140265,540.8419642690361,25031.32306345513,-2725.218146677631
528.1000537109375,22594.474854706157,23279.327526991325,1326.0544131024772,564.5694721308313,25169.951412224633,-2575.4765575184756
528.2000537109375,22490.48404668063,23312.000118936827,1416.7189217798666,589.8789188677766,25318.59795958447,-2828.1139129038384
528.3000537109374,22823.933802423417,23344.67271088229,1517.1565826996814,616.912723226764,25478.742016808734,-2654.808214385317
528.4000537109374,23527.296701000065,23377.34530282779,1629.0973188318821,645.8295263678176,25652.272148027492,-2124.9754470274274
528.5000537109374,23664.949371874092,23410.017894773293,1754.8581881986695,676.8064349526061,25841.682517924568,-2176.7331460504756
528.6000537109375,22709.34907152419,23442.69048671879,1897.6417645635875,710.0416307044542,26050.373881986834,-3341.0248104626444
528.7000537109375,22979.38241401422,23475.363078664293,2061.9816305537115,745.7574169358792,26283.102126153884,-3303.719712139664
528.8000537109374,23421.538640447332,23508.035670609755,2254.3830866547355,784.2037899912873,26546.622547255778,-3125.083906808446
528.9000537109374,24105.623722519114,23540.708262555258,2484.203660726831,825.6626483911599,26850.57457167325,-2744.9508491541346
529.0000537109374,24553.680887567058,23573.380854500756,2764.798718056674,870.4527904086766,27208.632362966106,-2654.951475399048
529.1000537109375,24552.54690001604,23606.053446446258,3114.9148033510187,918.9359129946084,27639.904162791885,-3087.357262775844
529.2000537109375,25238.810492135788,23638.726038391756,3560.2414500559303,971.5239326200857,28170.491421067774,-2931.6809289319863
529.3000537109374,25585.38447455876,23671.398630337222,4134.930696235289,1028.688140919824,28835.017467492336,-3249.632992933577
529.4000537109374,26592.150218161274,23704.07122228272,4882.771880502052,1090.9710542388855,29677.81415702366,-3085.6639388623844
529.5000537109374,27545.58353802223,23736.743814228223,5857.590153313237,1159.0024324520555,30753.336399993517,-3207.7528619712866
529.6000537109375,28310.380619733554,23769.41640617372,7122.356792817004,1233.5220116410717,32125.295210631797,-3814.9145908982427
529.7000537109375,30837.584522136094,23802.088998119223,8746.502283493994,1315.4132838750133,33864.00456548823,-3026.420043352133
529.8000537109374,33472.78471961298,23834.761590064685,10801.048898804704,1405.7555157864724,36041.56600465586,-2568.781285042882
529.9000537109374,35233.33906752926,23867.434182010187,13351.443203682185,1505.9055198087228,38724.782905501095,-3491.443837971834
530.0000537109374,39188.45810433735,23900.10677395569,16448.33740346172,1617.626800462358,41966.07097787977,-2777.612873542421
530.1000537109375,44019.66918893021,23932.779365901188,20116.942469627444,1743.2916163713735,45793.013451900006,-1773.3442629697965
530.2000537109375,49234.84922181662,23965.45195784669,24345.791457213003,1886.19058501455,50197.43400007424,-962.5847782576166
530.3000537109374,56230.08865904154,23998.12454979215,29075.62770919734,2050.9929199630046,55124.74517895249,1105.3434800890464
530.4000537109374,62160.97562103176,24030.797141737654,34188.615555446224,2244.4047888305204,60463.8174860144,1697.1581350173583
530.5000537109374,68015.84775700798,24063.469733683152,39497.542530765786,2476.0682378708498,66037.08050231979,1978.767254688195
530.6000537109375,75416.99115940952,24096.142325628654,44735.427222581595,2759.7216128298687,71591.29116104012,3825.699998369397
530.7000537109375,80051.98010616549,24128.814917574153,49550.25205878042,3114.5969841862557,76793.66396054083,3258.31614562466
530.8000537109374,83293.38899451292,24161.48750951962,53518.59388381721,3566.955475816855,81247.03686915367,2046.352125359248
530.9000537109374,85303.7971725703,24194.160101465117,56199.46096859517,4151.558233838426,84545.17930389871,758.6178686715866
531.0000537109374,85048.46449142863,24226.83269341062,57237.41112747204,4912.749861962869,86376.99368284552,-1328.529191416892
531.1000537109375,84902.10909114046,24259.505285356117,56480.63091791872,5904.716612632443,86644.85281590729,-1742.7437247668277
531.2000537109375,83897.93958178302,24292.17787730162,54040.631216295675,7190.4106067566645,85523.21970035395,-1625.280118570925
531.3000537109374,82014.02882032625,24324.85046924708,50247.866894912535,8838.647833215808,83411.36519737542,-1397.3363770491706
531.4000537109374,79483.27906933642,24357.523061192584,45537.717816765915,10919.028800732758,80814.26967869126,-1330.9906093548343
531.5000537109374,77961.6869186072,24390.195653138082,40341.30184827648,13494.606418646268,78226.10392006084,-264.41700145363575
531.6000537109375,76303.78994598472,24422.868245083584,35023.6469383225,16612.595837911234,76059.11102131731,244.67892466741614
531.7000537109375,74927.72322697742,24455.540837029086,29865.14075029965,20293.778957100654,74614.46054442938,313.2626825480402
531.8000537109374,75296.1939547249,24488.213428974548,25064.99735736499,24521.434616727558,74074.6454030671,1221.5485516578046
531.9000537109374,75323.9434091364,24520.88602092005,20751.332909551224,29230.451823457075,74502.67075392835,821.2726552080421
532.0000537109374,77827.42907923934,24553.55861286555,16991.982195494194,34296.738298907716,75842.27910726746,1985.149971971885
532.1000537109375,80017.0152898106,24586.23120481105,13805.261523997811,39526.58319024829,77918.07591905716,2098.9393707534473
532.2000537109375,81594.71520393922,24618.90379675655,11171.025213703637,44646.67739655609,80436.60640701628,1158.108796922941
532.3000537109374,82831.09561206396,24651.576388702015,9041.921058262007,49300.33997564887,82993.8374226129,-162.74181054893415
532.4000537109374,85280.81070836323,24684.248980647513,7354.188376217775,53064.805871138415,85103.2432280037,177.56748035953206
532.5000537109374,85452.88915686558,24716.921572593015,6037.153223105937,55510.53994490429,86264.61474060324,-811.7255837376579
532.6000537109375,84261.91102127459,24749.594164538514,5020.748179602837,56307.58895869262,86077.93130283397,-1816.0202815593802
532.7000537109375,83331.25586331468,24782.266756484016,4240.745267915672,55338.651939125964,84361.66396352564,-1030.4081002109597
532.8000537109374,79051.57881668904,24814.939348429478,3641.7684023678903,52745.67219930696,81202.37995010432,-2150.8011334152834
532.9000537109374,75368.11901521242,24847.61194037498,3178.4358413669934,48873.87856623356,76899.92634797553,-1531.8073327631137
533.0000537109374,71326.32373051925,24880.28453232048,2815.130728188621,44156.23384340359,71851.64910391268,-525.3253733934398
533.1000537109375,66024.62388288065,24912.95712426598,2524.917896340087,39010.79620790038,66448.67122850644,-424.0473456257896
533.2000537109375,62381.592425672316,24945.62971621148,2288.0549343925345,33786.29179270172,61019.976443305735,1361.6159823665803
533.3000537109374,56734.449168853556,24978.302308156944,2090.4297907946366,28747.8341753695,55816.566274321085,917.8828945324713
533.4000537109374,52429.95730907162,25010.974900102447,1922.1340502718006,24081.797864124645,51014.90681449889,1415.0504945727298
533.5000537109374,48565.27073557368,25043.647492047945,1776.2753773325833,19905.990976119705,46725.91384550023,1839.3568900734463
533.6000537109375,44430.462459660564,25076.320083993447,1648.0558543411596,16280.280912707847,43004.656851042455,1425.8056086181095
533.7000537109375,41628.401936371,25108.992675938945,1534.0959348209703,13217.201976977149,39860.290587737065,1768.1113486339382
